idx,img_name,snowflake_class_name,snowflake_class_id,x_rot,y_rot,z_rot,Df,plane_diam,plane_depth,A_char,proj_CH_area,CH_SA,Dmax,Dsemimin,alpha,est_Achar,est_%err,Aproj_rat,beta,A_cross,A_length,A_crat,A_lrat,porosity,sar,sph,cross_sph,length_sph,Aeq,VCH,planar_crystal,aggregate,graupel,columnar_crystal,combo
175,stel_BW_175.png,planar_crystal,3,60,23,0,1.89385782,0.001,4.00E-05,6.50E-07,3.34E-07,1.42E-06,,,,,,5.14E-01,,5.80E-07,2.45E-07,8.92E-01,3.77E-01,0.81,4.58E-01,0.299,0.183,0.228,1.06E-07,2.60E-11,1,0,0,0,0
176,stel_BW_176.png,planar_crystal,3,60,36,0,1.895271099,0.001,4.00E-05,6.50E-07,2.99E-07,1.42E-06,,,,,,4.60E-01,,5.80E-07,2.45E-07,8.92E-01,3.77E-01,0.81,4.58E-01,0.299,0.183,0.228,1.06E-07,2.60E-11,1,0,0,0,0
177,stel_BW_177.png,planar_crystal,3,60,42,0,1.895348066,0.001,4.00E-05,6.50E-07,2.77E-07,1.42E-06,,,,,,4.26E-01,,5.80E-07,2.45E-07,8.92E-01,3.77E-01,0.81,4.58E-01,0.299,0.183,0.228,1.06E-07,2.60E-11,1,0,0,0,0
178,stel_BW_178.png,planar_crystal,3,60,51,0,1.894462867,0.001,4.00E-05,6.50E-07,2.39E-07,1.42E-06,,,,,,3.68E-01,,5.80E-07,2.45E-07,8.92E-01,3.77E-01,0.81,4.58E-01,0.299,0.183,0.228,1.06E-07,2.60E-11,1,0,0,0,0
179,stel_BW_179.png,planar_crystal,3,60,65,0,1.89148621,0.001,4.00E-05,6.50E-07,1.74E-07,1.42E-06,,,,,,2.68E-01,,5.80E-07,2.45E-07,8.92E-01,3.77E-01,0.81,4.58E-01,0.299,0.183,0.228,1.06E-07,2.60E-11,1,0,0,0,0
180,stel_BW_180.png,planar_crystal,3,60,77,0,1.898003756,0.001,4.00E-05,6.50E-07,1.12E-07,1.42E-06,,,,,,1.72E-01,,5.80E-07,2.45E-07,8.92E-01,3.77E-01,0.81,4.58E-01,0.299,0.183,0.228,1.06E-07,2.60E-11,1,0,0,0,0
181,stel_BW_181.png,planar_crystal,3,72,2,0,1.893415666,0.001,4.00E-05,6.50E-07,2.34E-07,1.42E-06,,,,,,3.60E-01,,6.28E-07,1.51E-07,9.66E-01,2.32E-01,0.81,4.58E-01,0.299,0.169,0.19,1.06E-07,2.60E-11,1,0,0,0,0
182,stel_BW_182.png,planar_crystal,3,72,20,0,1.897090945,0.001,4.00E-05,6.50E-07,2.26E-07,1.42E-06,,,,,,3.48E-01,,6.28E-07,1.51E-07,9.66E-01,2.32E-01,0.81,4.58E-01,0.299,0.169,0.19,1.06E-07,2.60E-11,1,0,0,0,0
183,stel_BW_183.png,planar_crystal,3,72,40,0,1.899502405,0.001,4.00E-05,6.50E-07,1.92E-07,1.42E-06,,,,,,2.95E-01,,6.28E-07,1.51E-07,9.66E-01,2.32E-01,0.81,4.58E-01,0.299,0.169,0.19,1.06E-07,2.60E-11,1,0,0,0,0
184,stel_BW_184.png,planar_crystal,3,72,51,0,1.89935653,0.001,4.00E-05,6.50E-07,1.63E-07,1.42E-06,,,,,,2.51E-01,,6.28E-07,1.51E-07,9.66E-01,2.32E-01,0.81,4.58E-01,0.299,0.169,0.19,1.06E-07,2.60E-11,1,0,0,0,0
185,stel_BW_185.png,planar_crystal,3,72,67,0,1.899705928,0.001,4.00E-05,6.50E-07,1.15E-07,1.42E-06,,,,,,1.77E-01,,6.28E-07,1.51E-07,9.66E-01,2.32E-01,0.81,4.58E-01,0.299,0.169,0.19,1.06E-07,2.60E-11,1,0,0,0,0
186,stel_BW_186.png,planar_crystal,3,72,79,0,1.906012555,0.001,4.00E-05,6.50E-07,7.76E-08,1.42E-06,,,,,,1.19E-01,,6.28E-07,1.51E-07,9.66E-01,2.32E-01,0.81,4.58E-01,0.299,0.169,0.19,1.06E-07,2.60E-11,1,0,0,0,0
187,stel_BW_187.png,planar_crystal,3,83,4,0,1.900229106,0.001,4.00E-05,6.50E-07,1.15E-07,1.42E-06,,,,,,1.77E-01,,6.49E-07,8.25E-08,9.98E-01,1.27E-01,0.81,4.58E-01,0.299,0.163,0.169,1.06E-07,2.60E-11,1,0,0,0,0
188,stel_BW_188.png,planar_crystal,3,83,19,0,1.901953681,0.001,4.00E-05,6.50E-07,1.14E-07,1.42E-06,,,,,,1.75E-01,,6.49E-07,8.25E-08,9.98E-01,1.27E-01,0.81,4.58E-01,0.299,0.163,0.169,1.06E-07,2.60E-11,1,0,0,0,0
189,stel_BW_189.png,planar_crystal,3,83,47,0,1.904309225,0.001,4.00E-05,6.50E-07,9.21E-08,1.42E-06,,,,,,1.42E-01,,6.49E-07,8.25E-08,9.98E-01,1.27E-01,0.81,4.58E-01,0.299,0.163,0.169,1.06E-07,2.60E-11,1,0,0,0,0
190,stel_BW_190.png,planar_crystal,3,83,62,0,1.904359069,0.001,4.00E-05,6.50E-07,7.25E-08,1.42E-06,,,,,,1.12E-01,,6.49E-07,8.25E-08,9.98E-01,1.27E-01,0.81,4.58E-01,0.299,0.163,0.169,1.06E-07,2.60E-11,1,0,0,0,0
191,stel_BW_191.png,planar_crystal,3,83,75,0,1.908326215,0.001,4.00E-05,6.50E-07,5.91E-08,1.42E-06,,,,,,9.09E-02,,6.49E-07,8.25E-08,9.98E-01,1.27E-01,0.81,4.58E-01,0.299,0.163,0.169,1.06E-07,2.60E-11,1,0,0,0,0
192,brok_BW_192.png,planar_crystal,3,0,0,0,1.90270016,0.001,2.20E-05,5.55E-07,5.55E-07,1.17E-06,,,,,,1.00E+00,,1.91E-08,3.72E-07,3.44E-02,6.70E-01,0.763560113,4.74E-01,2.19E-01,3.36E+00,3.01E-01,6.41E-08,1.22E-11,1,0,0,0,0
193,brok_BW_193.png,planar_crystal,3,0,12,0,1.900478431,0.001,2.20E-05,5.55E-07,5.47E-07,1.17E-06,,,,,,9.86E-01,,1.91E-08,3.72E-07,3.44E-02,6.70E-01,0.763560113,4.74E-01,2.19E-01,3.35E+00,3.00E-01,6.41E-08,1.22E-11,1,0,0,0,0
194,brok_BW_194.png,planar_crystal,3,0,28,0,1.898474719,0.001,2.20E-05,5.55E-07,5.00E-07,1.17E-06,,,,,,9.01E-01,,1.91E-08,3.72E-07,3.44E-02,6.70E-01,0.763560113,4.74E-01,2.19E-01,3.35E+00,3.00E-01,6.41E-08,1.22E-11,1,0,0,0,0
195,brok_BW_195.png,planar_crystal,3,0,34,0,1.896605244,0.001,2.20E-05,5.55E-07,4.72E-07,1.17E-06,,,,,,8.50E-01,,1.91E-08,3.72E-07,3.44E-02,6.70E-01,0.763560113,4.74E-01,2.19E-01,3.35E+00,3.00E-01,6.41E-08,1.22E-11,1,0,0,0,0
196,brok_BW_196.png,planar_crystal,3,0,42,0,1.895880909,0.001,2.20E-05,5.55E-07,4.27E-07,1.17E-06,,,,,,7.69E-01,,1.91E-08,3.72E-07,3.44E-02,6.70E-01,0.763560113,4.74E-01,2.19E-01,3.35E+00,3.00E-01,6.41E-08,1.22E-11,1,0,0,0,0
197,brok_BW_197.png,planar_crystal,3,0,56,0,1.895000397,0.001,2.20E-05,5.55E-07,3.28E-07,1.17E-06,,,,,,5.91E-01,,1.91E-08,3.72E-07,3.44E-02,6.70E-01,0.763560113,4.74E-01,2.19E-01,3.35E+00,3.00E-01,6.41E-08,1.22E-11,1,0,0,0,0
198,brok_BW_198.png,planar_crystal,3,0,65,0,1.897486554,0.001,2.20E-05,5.55E-07,2.54E-07,1.17E-06,,,,,,4.58E-01,,1.91E-08,3.72E-07,3.44E-02,6.70E-01,0.763560113,4.74E-01,2.19E-01,3.35E+00,3.00E-01,6.41E-08,1.22E-11,1,0,0,0,0
199,brok_BW_199.png,planar_crystal,3,0,72,0,1.897556005,0.001,2.20E-05,5.55E-07,1.92E-07,1.17E-06,,,,,,3.46E-01,,1.91E-08,3.72E-07,3.44E-02,6.70E-01,0.763560113,4.74E-01,2.19E-01,3.35E+00,3.00E-01,6.41E-08,1.22E-11,1,0,0,0,0
200,brok_BW_200.png,planar_crystal,3,0,85,0,1.909765954,0.001,2.20E-05,5.55E-07,7.02E-08,1.17E-06,,,,,,1.26E-01,,1.91E-08,3.72E-07,3.44E-02,6.70E-01,0.763560113,4.74E-01,2.19E-01,3.35E+00,3.00E-01,6.41E-08,1.22E-11,1,0,0,0,0
201,brok_BW_201.png,planar_crystal,3,18,0,0,1.897608683,0.001,2.20E-05,5.55E-07,5.33E-07,1.17E-06,,,,,,9.60E-01,,1.89E-07,3.03E-07,3.41E-01,5.46E-01,0.763560113,4.74E-01,2.19E-01,3.38E-01,2.27E-01,6.41E-08,1.22E-11,1,0,0,0,0
202,brok_BW_202.png,planar_crystal,3,18,12,0,1.896109477,0.001,2.20E-05,5.55E-07,5.24E-08,1.17E-06,,,,,,9.44E-02,,1.89E-07,3.03E-07,3.41E-01,5.46E-01,0.763560113,4.74E-01,2.19E-01,3.38E-01,2.27E-01,6.41E-08,1.22E-11,1,0,0,0,0
203,brok_BW_203.png,planar_crystal,3,18,28,0,1.895917776,0.001,2.20E-05,5.55E-07,4.76E-07,1.17E-06,,,,,,8.58E-01,,1.89E-07,3.03E-07,3.41E-01,5.46E-01,0.763560113,4.74E-01,2.19E-01,3.38E-01,2.27E-01,6.41E-08,1.22E-11,1,0,0,0,0
204,brok_BW_204.png,planar_crystal,3,18,34,0,1.894894546,0.001,2.20E-05,5.55E-07,4.50E-07,1.17E-06,,,,,,8.11E-01,,1.89E-07,3.03E-07,3.41E-01,5.46E-01,0.763560113,4.74E-01,2.19E-01,3.38E-01,2.27E-01,6.41E-08,1.22E-11,1,0,0,0,0
205,brok_BW_205.png,planar_crystal,3,18,42,0,1.896524191,0.001,2.20E-05,5.55E-07,4.07E-07,1.17E-06,,,,,,7.33E-01,,1.89E-07,3.03E-07,3.41E-01,5.46E-01,0.763560113,4.74E-01,2.19E-01,3.38E-01,2.27E-01,6.41E-08,1.22E-11,1,0,0,0,0
206,brok_BW_206.png,planar_crystal,3,18,56,0,1.893780338,0.001,2.20E-05,5.55E-07,3.13E-07,1.17E-06,,,,,,5.64E-01,,1.89E-07,3.03E-07,3.41E-01,5.46E-01,0.763560113,4.74E-01,2.19E-01,3.38E-01,2.27E-01,6.41E-08,1.22E-11,1,0,0,0,0
207,brok_BW_207.png,planar_crystal,3,18,65,0,1.894528991,0.001,2.20E-05,5.55E-07,2.43E-07,1.17E-06,,,,,,4.38E-01,,1.89E-07,3.03E-07,3.41E-01,5.46E-01,0.763560113,4.74E-01,2.19E-01,3.38E-01,2.27E-01,6.41E-08,1.22E-11,1,0,0,0,0
208,brok_BW_208.png,planar_crystal,3,18,72,0,1.896872711,0.001,2.20E-05,5.55E-07,1.84E-07,1.17E-06,,,,,,3.32E-01,,1.89E-07,3.03E-07,3.41E-01,5.46E-01,0.763560113,4.74E-01,2.19E-01,3.38E-01,2.27E-01,6.41E-08,1.22E-11,1,0,0,0,0
209,brok_BW_209.png,planar_crystal,3,18,85,0,1.909565262,0.001,2.20E-05,5.55E-07,6.79E-08,1.17E-06,,,,,,1.22E-01,,1.89E-07,3.03E-07,3.41E-01,5.46E-01,0.763560113,4.74E-01,2.19E-01,3.38E-01,2.27E-01,6.41E-08,1.22E-11,1,0,0,0,0
210,brok_BW_210.png,planar_crystal,3,27,6,0,1.892156088,0.001,2.20E-05,5.55E-07,5.01E-07,1.17E-06,,,,,,9.03E-01,,2.69E-07,3.25E-07,4.85E-01,5.86E-01,0.763560113,4.74E-01,2.19E-01,2.38E-01,2.47E-01,6.41E-08,1.22E-11,1,0,0,0,0
211,brok_BW_211.png,planar_crystal,3,27,16,0,1.891658001,0.001,2.20E-05,5.55E-07,4.86E-07,1.17E-06,,,,,,8.76E-01,,2.69E-07,3.25E-07,4.85E-01,5.86E-01,0.763560113,4.74E-01,2.19E-01,2.38E-01,2.47E-01,6.41E-08,1.22E-11,1,0,0,0,0
212,brok_BW_212.png,planar_crystal,3,27,26,0,1.891493236,0.001,2.20E-05,5.55E-07,4.57E-07,1.17E-06,,,,,,8.23E-01,,2.69E-07,3.25E-07,4.85E-01,5.86E-01,0.763560113,4.74E-01,2.19E-01,2.38E-01,2.47E-01,6.41E-08,1.22E-11,1,0,0,0,0
213,brok_BW_213.png,planar_crystal,3,27,36,0,1.892178305,0.001,2.20E-05,5.55E-07,4.13E-07,1.17E-06,,,,,,7.44E-01,,2.69E-07,3.25E-07,4.85E-01,5.86E-01,0.763560113,4.74E-01,2.19E-01,2.38E-01,2.47E-01,6.41E-08,1.22E-11,1,0,0,0,0
214,brok_BW_214.png,planar_crystal,3,27,46,0,1.892414047,0.001,2.20E-05,5.55E-07,3.59E-07,1.17E-06,,,,,,6.47E-01,,2.69E-07,3.25E-07,4.85E-01,5.86E-01,0.763560113,4.74E-01,2.19E-01,2.38E-01,2.47E-01,6.41E-08,1.22E-11,1,0,0,0,0
215,brok_BW_215.png,planar_crystal,3,27,56,0,1.891576092,0.001,2.20E-05,5.55E-07,2.95E-07,1.17E-06,,,,,,5.32E-01,,2.69E-07,3.25E-07,4.85E-01,5.86E-01,0.763560113,4.74E-01,2.19E-01,2.38E-01,2.47E-01,6.41E-08,1.22E-11,1,0,0,0,0
216,brok_BW_216.png,planar_crystal,3,27,66,0,1.891879732,0.001,2.20E-05,5.55E-07,2.21E-07,1.17E-06,,,,,,3.98E-01,,2.69E-07,3.25E-07,4.85E-01,5.86E-01,0.763560113,4.74E-01,2.19E-01,2.38E-01,2.47E-01,6.41E-08,1.22E-11,1,0,0,0,0
217,brok_BW_217.png,planar_crystal,3,27,76,0,1.898226312,0.001,2.20E-05,5.55E-07,1.41E-07,1.17E-06,,,,,,2.54E-01,,2.69E-07,3.25E-07,4.85E-01,5.86E-01,0.763560113,4.74E-01,2.19E-01,2.38E-01,2.47E-01,6.41E-08,1.22E-11,1,0,0,0,0
218,brok_BW_218.png,planar_crystal,3,27,86,0,1.910198029,0.001,2.20E-05,5.55E-07,5.64E-08,1.17E-06,,,,,,1.02E-01,,2.69E-07,3.25E-07,4.85E-01,5.86E-01,0.763560113,4.74E-01,2.19E-01,2.38E-01,2.47E-01,6.41E-08,1.22E-11,1,0,0,0,0
219,brok_BW_219.png,planar_crystal,3,32,2,0,1.891153936,0.001,2.20E-05,5.55E-07,4.80E-07,1.17E-06,,,,,,8.65E-01,,3.10E-07,3.19E-07,5.59E-01,5.75E-01,0.763560113,4.74E-01,2.19E-01,2.07E-01,2.41E-01,6.41E-08,1.22E-11,1,0,0,0,0
220,brok_BW_220.png,planar_crystal,3,32,14,0,1.892551419,0.001,2.20E-05,5.55E-07,4.69E-07,1.17E-06,,,,,,8.45E-01,,3.10E-07,3.19E-07,5.59E-01,5.75E-01,0.763560113,4.74E-01,2.19E-01,2.07E-01,2.41E-01,6.41E-08,1.22E-11,1,0,0,0,0
221,brok_BW_221.png,planar_crystal,3,32,26,0,1.891155695,0.001,2.20E-05,5.55E-07,4.37E-07,1.17E-06,,,,,,7.87E-01,,3.10E-07,3.19E-07,5.59E-01,5.75E-01,0.763560113,4.74E-01,2.19E-01,2.07E-01,2.41E-01,6.41E-08,1.22E-11,1,0,0,0,0
222,brok_BW_222.png,planar_crystal,3,32,38,0,1.889414142,0.001,2.20E-05,5.55E-07,3.85E-07,1.17E-06,,,,,,6.94E-01,,3.10E-07,3.19E-07,5.59E-01,5.75E-01,0.763560113,4.74E-01,2.19E-01,2.07E-01,2.41E-01,6.41E-08,1.22E-11,1,0,0,0,0
223,brok_BW_223.png,planar_crystal,3,32,50,0,1.891288382,0.001,2.20E-05,5.55E-07,3.19E-07,1.17E-06,,,,,,5.75E-01,,3.10E-07,3.19E-07,5.59E-01,5.75E-01,0.763560113,4.74E-01,2.19E-01,2.07E-01,2.41E-01,6.41E-08,1.22E-11,1,0,0,0,0
224,brok_BW_224.png,planar_crystal,3,32,62,0,1.8879877,0.001,2.20E-05,5.55E-07,2.40E-07,1.17E-06,,,,,,4.32E-01,,3.10E-07,3.19E-07,5.59E-01,5.75E-01,0.763560113,4.74E-01,2.19E-01,2.07E-01,2.41E-01,6.41E-08,1.22E-11,1,0,0,0,0
225,brok_BW_225.png,planar_crystal,3,32,74,0,1.89473018,0.001,2.20E-05,5.55E-07,1.51E-07,1.17E-06,,,,,,2.72E-01,,3.10E-07,3.19E-07,5.59E-01,5.75E-01,0.763560113,4.74E-01,2.19E-01,2.07E-01,2.41E-01,6.41E-08,1.22E-11,1,0,0,0,0
226,brok_BW_226.png,planar_crystal,3,32,84,0,1.907163888,0.001,2.20E-05,5.55E-07,7.10E-08,1.17E-06,,,,,,1.28E-01,,3.10E-07,3.19E-07,5.59E-01,5.75E-01,0.763560113,4.74E-01,2.19E-01,2.07E-01,2.41E-01,6.41E-08,1.22E-11,1,0,0,0,0
227,brok_BW_227.png,planar_crystal,3,41,4,0,1.890730049,0.001,2.20E-05,5.55E-07,4.31E-07,1.17E-06,,,,,,7.77E-01,,3.78E-07,2.82E-07,6.81E-01,5.08E-01,0.763560113,4.74E-01,2.19E-01,1.69E-01,2.11E-01,6.41E-08,1.22E-11,1,0,0,0,0
228,brok_BW_228.png,planar_crystal,3,41,10,0,1.893302871,0.001,2.20E-05,5.55E-07,4.26E-07,1.17E-06,,,,,,7.68E-01,,3.78E-07,2.82E-07,6.81E-01,5.08E-01,0.763560113,4.74E-01,2.19E-01,1.69E-01,2.11E-01,6.41E-08,1.22E-11,1,0,0,0,0
229,brok_BW_229.png,planar_crystal,3,41,20,0,1.893252299,0.001,2.20E-05,5.55E-07,4.09E-07,1.17E-06,,,,,,7.37E-01,,3.78E-07,2.82E-07,6.81E-01,5.08E-01,0.763560113,4.74E-01,2.19E-01,1.69E-01,2.11E-01,6.41E-08,1.22E-11,1,0,0,0,0
230,brok_BW_230.png,planar_crystal,3,41,30,0,1.892725222,0.001,2.20E-05,5.55E-07,3.79E-07,1.17E-06,,,,,,6.83E-01,,3.78E-07,2.82E-07,6.81E-01,5.08E-01,0.763560113,4.74E-01,2.19E-01,1.69E-01,2.11E-01,6.41E-08,1.22E-11,1,0,0,0,0
231,brok_BW_231.png,planar_crystal,3,41,40,0,1.892979117,0.001,2.20E-05,5.55E-07,3.37E-07,1.17E-06,,,,,,6.07E-01,,3.78E-07,2.82E-07,6.81E-01,5.08E-01,0.763560113,4.74E-01,2.19E-01,1.69E-01,2.11E-01,6.41E-08,1.22E-11,1,0,0,0,0
232,brok_BW_232.png,planar_crystal,3,41,50,0,1.88729,0.001,2.20E-05,5.55E-07,2.85E-07,1.17E-06,,,,,,5.14E-01,,3.78E-07,2.82E-07,6.81E-01,5.08E-01,0.763560113,4.74E-01,2.19E-01,1.69E-01,2.11E-01,6.41E-08,1.22E-11,1,0,0,0,0
233,brok_BW_233.png,planar_crystal,3,41,60,0,1.881952753,0.001,2.20E-05,5.55E-07,2.28E-07,1.17E-06,,,,,,4.11E-01,,3.78E-07,2.82E-07,6.81E-01,5.08E-01,0.763560113,4.74E-01,2.19E-01,1.69E-01,2.11E-01,6.41E-08,1.22E-11,1,0,0,0,0
234,brok_BW_234.png,planar_crystal,3,41,70,0,1.886524787,0.001,2.20E-05,5.55E-07,1.64E-07,1.17E-06,,,,,,2.95E-01,,3.78E-07,2.82E-07,6.81E-01,5.08E-01,0.763560113,4.74E-01,2.19E-01,1.69E-01,2.11E-01,6.41E-08,1.22E-11,1,0,0,0,0
235,brok_BW_235.png,planar_crystal,3,41,80,0,1.899864759,0.001,2.20E-05,5.55E-07,9.43E-08,1.17E-06,,,,,,1.70E-01,,3.78E-07,2.82E-07,6.81E-01,5.08E-01,0.763560113,4.74E-01,2.19E-01,1.69E-01,2.11E-01,6.41E-08,1.22E-11,1,0,0,0,0
236,brok_BW_236.png,planar_crystal,3,41,84,0,1.905163358,0.001,2.20E-05,5.55E-07,6.56E-08,1.17E-06,,,,,,1.18E-01,,3.78E-07,2.82E-07,6.81E-01,5.08E-01,0.763560113,4.74E-01,2.19E-01,1.69E-01,2.11E-01,6.41E-08,1.22E-11,1,0,0,0,0
237,brok_BW_237.png,planar_crystal,3,51,0,0,1.890734779,0.001,2.20E-05,5.55E-07,3.64E-07,1.17E-06,,,,,,6.56E-01,,4.43E-07,2.49E-07,7.98E-01,4.49E-01,0.763560113,4.74E-01,2.19E-01,1.45E-01,1.91E-01,6.41E-08,1.22E-11,1,0,0,0,0
238,brok_BW_238.png,planar_crystal,3,51,8,0,1.892488585,0.001,2.20E-05,5.55E-07,3.62E-07,1.17E-06,,,,,,6.52E-01,,4.43E-07,2.49E-07,7.98E-01,4.49E-01,0.763560113,4.74E-01,2.19E-01,1.45E-01,1.91E-01,6.41E-08,1.22E-11,1,0,0,0,0
239,brok_BW_239.png,planar_crystal,3,51,18,0,1.894963781,0.001,2.20E-05,5.55E-07,3.49E-07,1.17E-06,,,,,,6.29E-01,,4.43E-07,2.49E-07,7.98E-01,4.49E-01,0.763560113,4.74E-01,2.19E-01,1.45E-01,1.91E-01,6.41E-08,1.22E-11,1,0,0,0,0
240,brok_BW_240.png,planar_crystal,3,51,28,0,1.893031176,0.001,2.20E-05,5.55E-07,3.26E-07,1.17E-06,,,,,,5.87E-01,,4.43E-07,2.49E-07,7.98E-01,4.49E-01,0.763560113,4.74E-01,2.19E-01,1.45E-01,1.91E-01,6.41E-08,1.22E-11,1,0,0,0,0
241,brok_BW_241.png,planar_crystal,3,51,40,0,1.895141634,0.001,2.20E-05,5.55E-07,2.86E-07,1.17E-06,,,,,,5.15E-01,,4.43E-07,2.49E-07,7.98E-01,4.49E-01,0.763560113,4.74E-01,2.19E-01,1.45E-01,1.91E-01,6.41E-08,1.22E-11,1,0,0,0,0
242,brok_BW_242.png,planar_crystal,3,51,52,0,1.892439899,0.001,2.20E-05,5.55E-07,2.33E-07,1.17E-06,,,,,,4.20E-01,,4.43E-07,2.49E-07,7.98E-01,4.49E-01,0.763560113,4.74E-01,2.19E-01,1.45E-01,1.91E-01,6.41E-08,1.22E-11,1,0,0,0,0
243,brok_BW_243.png,planar_crystal,3,51,64,0,1.881043924,0.001,2.20E-05,5.55E-07,1.73E-07,1.17E-06,,,,,,3.12E-01,,4.43E-07,2.49E-07,7.98E-01,4.49E-01,0.763560113,4.74E-01,2.19E-01,1.45E-01,1.91E-01,6.41E-08,1.22E-11,1,0,0,0,0
244,brok_BW_244.png,planar_crystal,3,51,76,0,1.897885589,0.001,2.20E-05,5.55E-07,1.06E-07,1.17E-06,,,,,,1.91E-01,,4.43E-07,2.49E-07,7.98E-01,4.49E-01,0.763560113,4.74E-01,2.19E-01,1.45E-01,1.91E-01,6.41E-08,1.22E-11,1,0,0,0,0
245,brok_BW_245.png,planar_crystal,3,51,86,0,1.909629709,0.001,2.20E-05,5.55E-07,4.63E-08,1.17E-06,,,,,,8.34E-02,,4.43E-07,2.49E-07,7.98E-01,4.49E-01,0.763560113,4.74E-01,2.19E-01,1.45E-01,1.91E-01,6.41E-08,1.22E-11,1,0,0,0,0
246,brok_BW_246.png,planar_crystal,3,61,2,0,1.890245504,0.001,2.20E-05,5.55E-07,2.86E-07,1.17E-06,,,,,,5.15E-01,,4.94E-07,1.94E-07,8.90E-01,3.50E-01,0.763560113,4.74E-01,2.19E-01,1.30E-01,1.64E-01,6.41E-08,1.22E-11,1,0,0,0,0
247,brok_BW_247.png,planar_crystal,3,61,12,0,1.894201299,0.001,2.20E-05,5.55E-07,2.82E-07,1.17E-06,,,,,,5.08E-01,,4.94E-07,1.94E-07,8.90E-01,3.50E-01,0.763560113,4.74E-01,2.19E-01,1.30E-01,1.64E-01,6.41E-08,1.22E-11,1,0,0,0,0
248,brok_BW_248.png,planar_crystal,3,61,24,0,1.897292747,0.001,2.20E-05,5.55E-07,2.65E-07,1.17E-06,,,,,,4.77E-01,,4.94E-07,1.94E-07,8.90E-01,3.50E-01,0.763560113,4.74E-01,2.19E-01,1.30E-01,1.64E-01,6.41E-08,1.22E-11,1,0,0,0,0
249,brok_BW_249.png,planar_crystal,3,61,35,0,1.895328175,0.001,2.20E-05,5.55E-07,2.40E-07,1.17E-06,,,,,,4.32E-01,,4.94E-07,1.94E-07,8.90E-01,3.50E-01,0.763560113,4.74E-01,2.19E-01,1.30E-01,1.64E-01,6.41E-08,1.22E-11,1,0,0,0,0
250,brok_BW_250.png,planar_crystal,3,61,44,0,1.893755496,0.001,2.20E-05,5.55E-07,2.13E-07,1.17E-06,,,,,,3.84E-01,,4.94E-07,1.94E-07,8.90E-01,3.50E-01,0.763560113,4.74E-01,2.19E-01,1.30E-01,1.64E-01,6.41E-08,1.22E-11,1,0,0,0,0
251,brok_BW_251.png,planar_crystal,3,61,54,0,1.892427701,0.001,2.20E-05,5.55E-07,1.77E-07,1.17E-06,,,,,,3.19E-01,,4.94E-07,1.94E-07,8.90E-01,3.50E-01,0.763560113,4.74E-01,2.19E-01,1.30E-01,1.64E-01,6.41E-08,1.22E-11,1,0,0,0,0
252,brok_BW_252.png,planar_crystal,3,61,64,0,1.894576762,0.001,2.20E-05,5.55E-07,1.38E-07,1.17E-06,,,,,,2.49E-01,,4.94E-07,1.94E-07,8.90E-01,3.50E-01,0.763560113,4.74E-01,2.19E-01,1.30E-01,1.64E-01,6.41E-08,1.22E-11,1,0,0,0,0
253,brok_BW_253.png,planar_crystal,3,61,74,0,1.903892607,0.001,2.20E-05,5.55E-07,9.53E-08,1.17E-06,,,,,,1.72E-01,,4.94E-07,1.94E-07,8.90E-01,3.50E-01,0.763560113,4.74E-01,2.19E-01,1.30E-01,1.64E-01,6.41E-08,1.22E-11,1,0,0,0,0
254,brok_BW_254.png,planar_crystal,3,61,84,0,1.911035043,0.001,2.20E-05,5.55E-07,5.00E-08,1.17E-06,,,,,,9.01E-02,,4.94E-07,1.94E-07,8.90E-01,3.50E-01,0.763560113,4.74E-01,2.19E-01,1.30E-01,1.64E-01,6.41E-08,1.22E-11,1,0,0,0,0
255,brok_BW_255.png,planar_crystal,3,73,4,0,1.892449307,0.001,2.20E-05,5.55E-07,1.81E-07,1.17E-06,,,,,,3.26E-01,,5.36E-07,1.26E-07,9.66E-01,2.27E-01,0.763560113,4.74E-01,2.19E-01,1.20E-01,1.39E-01,6.41E-08,1.22E-11,1,0,0,0,0
256,brok_BW_256.png,planar_crystal,3,73,14,0,1.897722758,0.001,2.20E-05,5.55E-07,1.78E-07,1.17E-06,,,,,,3.21E-01,,5.36E-07,1.26E-07,9.66E-01,2.27E-01,0.763560113,4.74E-01,2.19E-01,1.20E-01,1.39E-01,6.41E-08,1.22E-11,1,0,0,0,0
257,brok_BW_257.png,planar_crystal,3,73,24,0,1.900564073,0.001,2.20E-05,5.55E-07,1.69E-07,1.17E-06,,,,,,3.05E-01,,5.36E-07,1.26E-07,9.66E-01,2.27E-01,0.763560113,4.74E-01,2.19E-01,1.20E-01,1.39E-01,6.41E-08,1.22E-11,1,0,0,0,0
258,brok_BW_258.png,planar_crystal,3,73,34,0,1.90097987,0.001,2.20E-05,5.55E-07,1.56E-07,1.17E-06,,,,,,2.81E-01,,5.36E-07,1.26E-07,9.66E-01,2.27E-01,0.763560113,4.74E-01,2.19E-01,1.20E-01,1.39E-01,6.41E-08,1.22E-11,1,0,0,0,0
259,brok_BW_259.png,planar_crystal,3,73,44,0,1.901598476,0.001,2.20E-05,5.55E-07,1.37E-07,1.17E-06,,,,,,2.47E-01,,5.36E-07,1.26E-07,9.66E-01,2.27E-01,0.763560113,4.74E-01,2.19E-01,1.20E-01,1.39E-01,6.41E-08,1.22E-11,1,0,0,0,0
